customer_id,tech_era,region,income_level,education_level,age_group,tech_adoption_score,digital_literacy_score,primary_device,annual_tech_purchases,avg_spend_per_item,tech_anxiety_score,social_influence_score,preferred_category,brand_loyalty_score,online_purchase_ratio
fa5fc34f-ca23-4411-95de-92ad34fa20d2,Tech 3.0 (2011-present),North America,Low,Bachelor,25-34,0.7897371322408986,0.8930867849414408,Laptop,2,62.77272388608176,0.31131439623975404,0.48741749540338647,Services,0.002628868349379635,0.5889850993750955
0a758d8a-f494-4931-9a57-99d1d8a746a9,Tech 3.0 (2011-present),Oceania,High,High School,55-64,0.8906074530304662,0.8648328099146296,Laptop,3,50.916634211288034,0.12161446349180177,0.5192685303975086,Electronics,0.44412602013368996,0.606714869528783
b5e3c276-c3f0-4b46-95af-95f3f3ea4bec,Tech 1.0 (1970-1990),Europe,High,PhD,18-24,0.3770549546168044,0.6084023369884185,Wearable,4,214.69819333135612,0.6400818735021927,0.53789069824926,Services,0.24901316313785007,0.33405236063292304
9b241a6f-da21-4f58-8de2-1a6d210ec04e,Tech 3.0 (2011-present),Africa,Middle,Some College,45-54,0.8191934175666946,0.866153899984702,Tablet,0,74.13132217607235,0.2390188619046093,0.7944221352402262,Accessories,0.4350371322973579,0.636788836386974
d7e1fa5b-8573-466c-9571-2234d4b0c4c7,Tech 1.0 (1970-1990),Europe,High,Master,35-44,0.5179716344700701,0.4152688090816483,Wearable,3,241.40638709746656,0.5615879119195241,0.6744500834194265,Electronics,0.4308613009767835,0.27250226171691583
9a54060f-c7a4-45ab-84ef-a4defb115f34,Tech 2.0 (1991-2010),North America,Low,Master,18-24,0.6042491617339422,0.9403532490625842,Desktop,0,55.11931314435056,0.5435402427402094,0.434880903070917,Electronics,0.2412748377319614,0.5992179946803565
025e0d52-ebcf-43e9-8999-eb349c5764c7,Tech 2.0 (1991-2010),North America,High,Master,55-64,0.647023979623296,0.9013267433113356,Desktop,5,121.99083554570824,0.2066245255634921,0.5063343496295459,Media,0.26510846152403633,0.501490612532036
4eb0fc86-049d-4d30-91d1-a341ae9f5c95,Tech 1.0 (1970-1990),Africa,Middle,PhD,35-44,0.34040508568145383,0.8329278851815796,Wearable,3,59.57815061371548,0.46771779278864206,0.47530587092176096,Services,0.2431408211706759,0.246421204071274
40db6632-4bae-49bd-b974-a154e0b40d35,Tech 1.0 (1970-1990),Oceania,Low,Bachelor,18-24,0.19652882302947564,0.22469829435707023,None,1,96.6804690366388,0.8786644802392019,0.7958279675454216,Accessories,0.23110682444132416,0.05816942591051169
357151d9-04a6-4471-ac02-164b798a213c,Tech 2.0 (1991-2010),Asia,Middle,Bachelor,25-34,0.5433702270397228,0.709965136508764,Desktop,1,42.44725188379112,0.3015634298536639,0.4166740926334504,Electronics,0.2621568935393736,0.3461449442488934
632f5d7e-fbda-460f-9361-f310b1410b39,Tech 2.0 (1991-2010),Oceania,High,High School,55-64,0.7813517217369669,0.5769135683566045,Laptop,4,72.23894292338065,0.33772100387439713,0.8359408057240798,Software,0.4071184946077009,0.647710204339461
27d1268e-a567-4647-9a14-0bf53fc1f345,Tech 1.0 (1970-1990),Europe,Middle,Master,35-44,0.38474014325766387,0.5762249517987207,None,2,29.71264027702714,0.517791689719604,0.5027583097155578,Software,0.8014257954128804,0.32237829984896205
74251514-d33b-453c-b95c-34f63cd78cab,Tech 3.0 (2011-present),Europe,High,Bachelor,18-24,0.8788388456299581,0.8592094857517281,Laptop,6,73.46413782579307,0.11770818876056109,0.17761195909154487,Electronics,0.34921356168432405,0.6578248532694996
185f2c83-03fd-4cba-a38b-fa41e8b1430f,Tech 2.0 (1991-2010),South America,Middle,High School,25-34,0.6777049794903608,0.8045571168346317,Tablet,1,46.01323827612501,0.39330594454603457,0.7001315248452871,Software,0.4347790446428361,0.42786695380922635
3e3984f0-4d76-445e-9605-1f1b841b7355,Tech 3.0 (2011-present),Asia,Low,Master,45-54,0.8197957726128362,1.0,Smartphone,1,85.84651392847775,0.11981379013871093,0.5085290739339741,Services,0.6767869291749965,0.6790662339079095
a0f4c9df-5111-42dc-9f7b-30c11cc7916b,Tech 1.0 (1970-1990),Asia,Low,Some College,65+,0.21761809220523212,0.22711519425099777,Wearable,0,25.780433259365523,0.7338455530118575,0.8722794961463626,Electronics,0.6777757478985166,0.14061274902471232
833bd33d-2d95-40d0-937d-f775dace8f61,Tech 3.0 (2011-present),South America,High,Master,35-44,0.8927757032592025,1.0,Laptop,2,490.05517102559196,0.2915656725728508,0.580081898470778,Media,0.7772536899484567,0.6370386548316866
42adb4c1-f3f8-411d-892d-f255ef1c367f,Tech 3.0 (2011-present),South America,Low,High School,18-24,0.8829041384486523,0.8832876454424816,Desktop,0,46.575588257937305,0.29364128557945735,0.5048693491843574,Electronics,0.8184915125157937,0.5783313374326089
be4a5f1a-08c5-4efa-b2be-ae25807c632d,Tech 3.0 (2011-present),South America,High,High School,45-54,0.9855055542516983,0.9387317026714669,Laptop,1,29.352165631234524,0.0,0.7239808517879365,Media,0.3866479205984873,0.9047208186168546
4cc73273-b865-41be-aa18-09145ada1165,Tech 3.0 (2011-present),Asia,High,High School,65+,0.9508186448815669,0.8509245674476025,Tablet,1,186.98936379430324,0.056161563617435024,0.8461964424513795,Services,0.5907786176108674,0.7677521574692282
a1f9c018-99b9-4701-8e99-466636c69c04,Tech 3.0 (2011-present),Asia,High,Bachelor,18-24,0.9724793494188025,0.8688650240089704,Laptop,1,110.53338715588005,0.11248086028329993,0.7018016583430516,Electronics,0.5298808360566682,0.8527128400473682
1b64f0f4-5e62-4afe-871b-5eeb92b32a45,Tech 1.0 (1970-1990),Oceania,High,Bachelor,55-64,0.46103702654334644,0.3968647609053778,None,5,157.38006744482843,0.6215046083554565,0.6370503069263546,Electronics,0.6979368602274746,0.45422709234146275
b7b61ef8-f6c6-4861-8773-383d27a42038,Tech 1.0 (1970-1990),Oceania,Middle,PhD,55-64,0.3324166352488442,0.5304785418448473,Wearable,4,99.72949401868627,0.5479173178298036,0.516919168815583,Electronics,0.2537022914135426,0.23502405727938316
c7dc998b-dcab-4f6d-b63e-6ccef9517568,Tech 1.0 (1970-1990),Africa,High,High School,55-64,0.4803813051376259,0.4920762012213137,Wearable,1,292.6391833621323,0.47628835417211807,0.6324866697055438,Electronics,0.8291013800643788,0.24355866667244522
53d365d0-2e20-4d5e-8040-de46b97cbf10,Tech 2.0 (1991-2010),Asia,Low,High School,25-34,0.43357725566955774,0.8360111366248171,Tablet,0,63.780900657585214,0.7139583660253974,0.674064577452769,Media,0.46468418067552497,0.37913366056945513
55b5b66e-2140-466c-9cca-8ccde8e1d935,Tech 1.0 (1970-1990),Oceania,Middle,High School,55-64,0.2172769056447677,0.4779019771361759,None,2,117.49190722146308,0.7484029706921156,0.5414891833752165,Electronics,0.41000011130739905,0.22362135364035915
5b9f367b-8923-4b4c-8124-38b5c20f2a94,Tech 2.0 (1991-2010),Africa,Low,Bachelor,55-64,0.4568057798391628,0.885996700648693,Tablet,1,51.65226421102953,0.6408251328089475,0.12307374182300618,Software,0.9252564692900505,0.40169226975186045
33b6c975-a226-453b-bb41-88d45db83d51,Tech 1.0 (1970-1990),Africa,High,Some College,65+,0.31015853286516415,0.47378787572597586,Wearable,8,143.05003184406763,0.6616193482361148,0.7720634241723154,Media,0.49944197197344953,0.23726395988324578
b9d6e850-56c3-4508-be46-bb0213439c0e,Tech 3.0 (2011-present),Asia,Middle,PhD,45-54,0.8455612033361861,1.0,Desktop,6,63.508524765632,0.04767675372555444,0.7677359334635117,Electronics,0.695006782530036,0.6460625191258562
a6a6a5d7-c175-40ef-b2d7-a7cf0a18104b,Tech 2.0 (1991-2010),North America,High,PhD,25-34,0.8551151975522523,0.8615674634292858,Laptop,5,204.9339997358602,0.2817479582009826,0.2060544629187745,Electronics,0.9269517835936619,0.6571514745973461
56be681b-dcd0-438f-97bd-918fda83efff,Tech 3.0 (2011-present),Oceania,Low,Some College,18-24,0.807403380463677,0.9751178526048014,Smartphone,1,56.65880424907165,0.02225837560080754,0.49036796185759707,Accessories,0.5229434001405343,0.6383923388954293
a2e59c20-89b4-4b7f-8efc-cfb0e77bb056,Tech 1.0 (1970-1990),Africa,Low,Bachelor,65+,0.2366598246096848,0.25901803205089674,Wearable,0,79.33536673639324,0.7342709445872109,0.8227652615418614,Electronics,0.31891623736563246,0.04591897276449544
2ef467b6-f107-4830-834f-06ec067f6222,Tech 3.0 (2011-present),Africa,High,Master,25-34,0.9346773740869365,1.0,Tablet,1,47.39888735866321,0.11678152498211741,0.7111030569624661,Accessories,0.5660357467316169,0.6901600752050813
f65708b9-2f83-473a-bcb1-ca0002c7eb03,Tech 1.0 (1970-1990),North America,Low,Master,35-44,0.4374141743400597,0.5033913603074209,Wearable,1,83.57137408395056,0.46379224108028616,0.3435358562967072,Electronics,0.9784941793620174,0.3312408272160069
86ec3c1b-380c-4f82-8f6b-4b6b3b52c075,Tech 3.0 (2011-present),North America,High,High School,18-24,0.9461767298101169,0.8469368683526705,Laptop,1,106.9983407083955,0.07564554344299271,0.6546752207734083,Software,0.49397461064533865,0.8108323882165595
c4d55b93-c6d9-4427-aacd-1aa4ae327403,Tech 1.0 (1970-1990),Europe,Low,Some College,55-64,0.16119308102025856,0.2997397047545098,Wearable,0,86.7550624386531,1.0,0.14789411849290646,Electronics,0.34845752810790187,0.13380662761068954
5c0dde69-e4b2-4758-b042-0eaf07316801,Tech 2.0 (1991-2010),South America,Low,High School,45-54,0.4169049883588962,0.7270456825779839,Tablet,0,53.243777605103496,0.622120338539418,0.6028254270456765,Accessories,0.5488418566943564,0.4086627030242959
089ea705-4438-4345-ad53-a12a8a3c6b70,Tech 1.0 (1970-1990),North America,High,PhD,18-24,0.493301214038835,0.43573976264082714,None,2,65.77427346204902,0.5115072806273032,0.7295732040740772,Media,0.7452149192777706,0.30859963470267276
5ba1248e-2138-4094-9997-4b5b400844aa,Tech 1.0 (1970-1990),Europe,Middle,Master,45-54,0.26154444557701745,0.7009439213821661,Wearable,2,40.91734536653433,0.6661216461778591,0.7400350067667658,Electronics,0.3046310943239393,0.1488370377900319
d62c7f5e-8960-4d3e-934f-271f1a101344,Tech 1.0 (1970-1990),Europe,Middle,High School,45-54,0.3488044079378749,0.6370201142612802,Wearable,1,40.558361991312914,0.7100284439081893,0.5001220755450902,Services,0.5399904595970493,0.4091487696665299
fb1553b1-95b8-4e98-98be-7bbfb14d0a6c,Tech 2.0 (1991-2010),Asia,Middle,PhD,65+,0.41292080789741437,0.8148486515958692,Laptop,2,48.44410538161277,0.6693896896770863,0.6338798192600269,Electronics,0.35007936903378484,0.38127445795154213
d21ea440-7be4-40f4-9ab7-705040c8fee0,Tech 2.0 (1991-2010),Europe,Low,PhD,65+,0.6247327055231725,0.946592200795959,Laptop,1,56.884758215640574,0.2661282507474805,0.3174096975502036,Services,0.17549615552906672,0.4487845245330633
ee147afd-a780-49bf-962a-4ac4fe7d254b,Tech 1.0 (1970-1990),North America,High,Master,55-64,0.5286974963849593,0.483304366263154,None,1,240.30889525728165,0.568658248367053,0.5556058754983247,Electronics,0.3701843044408261,0.33387366286285974
b7d14755-3a69-427d-b758-0531059553d9,Tech 1.0 (1970-1990),Africa,Low,Some College,18-24,0.0,0.42707962627081475,Wearable,1,204.74919512239023,1.0,0.7522046890617329,Software,0.27233358490868376,0.0
ec0adc6a-d092-46c5-9508-105a8fbbd072,Tech 1.0 (1970-1990),South America,Low,PhD,25-34,0.190977233594379,0.6671609901424679,Wearable,0,56.14077952113557,0.9184419182527158,0.06169247717709077,Electronics,0.5478579289517276,0.023785696901397813
97dc14e2-8233-49ef-aebf-3d503f7a7c57,Tech 1.0 (1970-1990),South America,High,PhD,55-64,0.2704921227936384,0.4996322951064808,Wearable,2,341.89742413491217,0.728842531743238,0.25638431039641607,Media,0.6707978530413231,0.10574110736074369
d19be696-b966-4d2c-91b5-4651bf2f7a9f,Tech 1.0 (1970-1990),Oceania,High,Bachelor,25-34,0.4000699117557175,0.42373839714300515,Wearable,1,100.35642984527516,0.66735813511896,0.44817359355645686,Electronics,0.9266861666814263,0.45891415630860277
ca831794-7793-46ba-b0c2-23e2856d1a03,Tech 3.0 (2011-present),Asia,Middle,Bachelor,18-24,0.6372518914360501,0.7960811672540529,Desktop,1,29.361372829649383,0.3917323349807967,0.7596477284262481,Services,0.1383190222418709,0.636957022648256
d7300067-45f6-4b84-98c8-80d4b3371dca,Tech 3.0 (2011-present),North America,Low,PhD,25-34,0.6936423917232376,1.0,Tablet,1,57.36147374229808,0.29332309367804155,0.7886398626686165,Electronics,0.7595083391351345,0.7195536376465874
8e0c513a-be18-48f9-b21f-00821ee3cf05,Tech 2.0 (1991-2010),North America,Low,Bachelor,35-44,0.3992910635693738,0.6342766681882506,Desktop,1,34.169114761115225,0.43373101922378615,0.8265396106566357,Accessories,0.8835802946164378,0.38003384599006307
de75e143-aef3-45cf-a36a-78d9b3d664be,Tech 3.0 (2011-present),Asia,High,PhD,18-24,1.0,0.941506115647957,Tablet,4,145.64652852927836,0.11033018820165215,0.49324533183431485,Services,0.8783893489921974,0.8170865438127942
41886f38-fcbd-4eb8-8383-4b13dba02324,Tech 3.0 (2011-present),North America,Low,Bachelor,18-24,0.7352813330917857,0.9009216966532697,Smartphone,0,64.96124443942847,0.1017593683105816,0.4237720086453346,Services,0.46498659180173074,0.6864941648679799
53745d43-c743-432f-a6fe-2a549f0e2c65,Tech 1.0 (1970-1990),Asia,Middle,PhD,25-34,0.1996242108436629,0.6265444584373485,None,3,45.878355900866694,0.8202316254459663,0.14098699716778912,Electronics,0.8114582133317999,0.36783083435144454
06db6ed7-1b1d-4b66-b683-92f7e6ef0121,Tech 3.0 (2011-present),Asia,High,Master,35-44,0.9256357089210193,1.0,Smartphone,1,162.31167364506516,0.13512097751211655,0.046696806615197234,Accessories,0.48797210937670066,0.9175886307003664
020369f9-367f-4572-89ab-b6eea0617936,Tech 1.0 (1970-1990),Oceania,Middle,Bachelor,18-24,0.1442047682323332,0.3399427959725023,Wearable,3,22.613940119370238,0.9702087520293087,0.25560371585294916,Services,0.46830817591670626,0.06998938373222238
6a1c58de-b390-472b-8299-7ad1a55d4777,Tech 3.0 (2011-present),Asia,Low,Master,55-64,0.8006353307034773,0.9736724069151127,Tablet,2,53.040063672091875,0.24232649120978134,0.3968871508846069,Services,0.3629284679986839,0.6191810269662027
d584a6c6-9c4b-403d-b777-ad9f27fb7744,Tech 1.0 (1970-1990),North America,High,Some College,55-64,0.3960444846143345,0.5022251046058936,Wearable,4,73.50989616218304,0.6540588497374,0.14231892994255535,Electronics,0.9147130197878626,0.4036120901085565
72b371ad-3009-4783-b1e2-806dc5eabe09,Tech 3.0 (2011-present),Europe,Middle,Some College,18-24,0.8726425764316172,0.8325268214287238,Laptop,0,73.16752905667798,0.13558582249592518,0.47644352668366097,Accessories,0.15360761129822562,0.7295002574923073
ee4b0803-96e9-4758-a321-1556c425cf28,Tech 1.0 (1970-1990),Asia,Low,Some College,65+,0.1554497478599228,0.6180076715676551,Wearable,1,44.252266542963056,0.8163717912540265,0.3853503734193417,Services,0.3623664164984118,0.22279203813559662
008d2091-334c-4172-8317-2094aebff3ce,Tech 2.0 (1991-2010),Africa,High,Some College,25-34,0.6786011155774491,0.6950536290347566,Tablet,3,207.9733083202092,0.33804410524385653,0.8719694430991173,Media,0.4145319729711488,0.48059384281963086
81751d9d-2bd2-44b6-8012-1f4d84224e88,Tech 1.0 (1970-1990),South America,Low,Some College,65+,0.3420504247989855,0.31438805593757857,None,1,41.42516216042221,0.7212427569765656,0.8379163995060656,Services,0.33869447183173435,0.3022268789116789
12a030c5-ea7a-4a73-86e3-51e8af3eab27,Tech 2.0 (1991-2010),Oceania,High,Some College,35-44,0.7334456789987025,0.765854427267283,Desktop,1,405.49245607830954,0.12862239819984478,0.5266966752119245,Services,0.6807152116040808,0.7191440235776834
7d636ea1-8e33-4b92-bc21-3819d3a1da09,Tech 2.0 (1991-2010),North America,Middle,Some College,25-34,0.4868183857867304,0.5360603732335943,Tablet,8,68.80485273038457,0.6513975133170223,0.6826748178806444,Software,0.17415253827951005,0.4294959115532281
049ce5eb-ea09-47c6-b510-1697324d9b34,Tech 2.0 (1991-2010),Europe,Low,High School,65+,0.5191099068019903,0.7046436548156149,Desktop,1,75.39508525315395,0.6972155655285557,0.3980648500669223,Electronics,0.34188090862995224,0.37064456398653944
d7fbdff5-7e2a-4da3-8a1c-1c081829e4c5,Tech 1.0 (1970-1990),Asia,Middle,PhD,45-54,0.31940899928983074,0.7110447624789659,Wearable,0,32.67931635144207,0.4995951106120986,0.756756724661663,Accessories,0.2602328374429698,0.2489521733245658
5dbc74a7-b011-48cd-aec0-6d4dc3e6f562,Tech 2.0 (1991-2010),North America,Low,Bachelor,25-34,0.3299006448061246,0.6593507123303738,Laptop,2,68.03397583493359,0.6198939327586143,0.19432077903666412,Media,0.07768095636082462,0.32894063364076576
de673eaf-912b-4034-b563-e1a34ad20855,Tech 1.0 (1970-1990),North America,High,Master,35-44,0.39008241362206175,0.8269955494071499,None,3,86.91734562965108,0.5857939805923053,0.5508421307732315,Electronics,0.36558426496031265,0.30917344248016243
9a63f53e-b847-4a56-84ac-cfd737a34e70,Tech 3.0 (2011-present),Africa,Low,Master,55-64,0.7774180277102163,1.0,Desktop,3,60.23542201583447,0.29348234804863493,0.26526544109284705,Electronics,0.09933590340275364,0.634744863659252
bd4d4e2e-2bca-469f-9777-b24cd8b26a00,Tech 2.0 (1991-2010),North America,High,PhD,65+,0.6318948342525119,0.9340643548988724,Laptop,2,107.09197132401245,0.3508016778777963,0.7292340823646489,Services,0.8021095174334214,0.5007447317878116
15087d34-0a2b-40e4-be0a-de3b081071a9,Tech 3.0 (2011-present),Europe,Middle,Master,18-24,1.0,1.0,Smartphone,2,60.59372888495119,0.0,0.5946513246174804,Media,0.22444663390757824,0.7428821010217204
9c3508d7-dff1-4057-8e4a-ab5ede72a906,Tech 3.0 (2011-present),Asia,High,High School,65+,0.9958066225084926,0.9699677718293002,Smartphone,0,235.64273928447656,0.18539138990499454,0.4112885236822599,Services,0.39585764197301315,0.8164052584760342
d6135937-fb9a-494e-b3bb-d12a4e57a867,Tech 3.0 (2011-present),South America,Middle,Master,65+,0.8821074901619832,1.0,Laptop,1,32.59672673940741,0.06496268608339481,0.4199388440188195,Electronics,0.7863352547859441,0.7621137309322602
7b46fb0c-8cce-490c-958b-3634df28b041,Tech 2.0 (1991-2010),Oceania,Middle,Some College,55-64,0.5742623462576655,0.533141592612241,Laptop,4,25.005519219997726,0.6259113639953481,0.22834453233198646,Software,0.12134680333996281,0.5126958662874783
4455073b-f332-48de-a854-09cf426dbf58,Tech 1.0 (1970-1990),Asia,Middle,Some College,45-54,0.17461917662067428,0.6065205239318394,None,0,80.52019704130109,0.8747838420075996,0.4886350494209061,Software,0.3738972412214594,0.24593549228405143
fe4ad9be-0886-451d-844c-fa297517a1a6,Tech 2.0 (1991-2010),South America,Middle,Master,65+,0.7148765700372104,0.67602862212219,Desktop,1,28.57863075464984,0.40120610870064155,0.3445331454443176,Software,0.7151908801372621,0.41624306616379325
06551a51-4547-4f2a-a06e-528ff9281163,Tech 3.0 (2011-present),Europe,High,High School,35-44,0.915750787122727,0.9750379895317156,Tablet,1,227.03651669844513,0.05208570775553479,0.7348626480458322,Services,0.7562206421408513,0.6775058182516389
39af3d6f-3fad-4ec3-8089-69cf7f71d80b,Tech 2.0 (1991-2010),North America,Low,Bachelor,25-34,0.572762954363698,0.7051945885807299,Tablet,0,51.13872375340685,0.3237415591830888,0.3823593239862013,Electronics,0.36311117286859584,0.24811847734576659
c1989f00-18f8-4f3f-93f6-82d208c09d05,Tech 1.0 (1970-1990),Europe,Middle,PhD,18-24,0.5937752847167773,0.4193299353943726,Wearable,0,66.79946100195507,0.5170429969569743,0.24141986503785104,Accessories,0.19377880870264108,0.3833042472538183
654c13c8-d562-431c-8c5e-0b1597505cc7,Tech 3.0 (2011-present),Europe,High,Master,45-54,0.962033512411486,1.0,Laptop,4,163.82241324998753,0.08288933108048849,0.18926633171037766,Electronics,0.29153277647902587,0.8701410672569907
4ae7d4cb-80e4-42cf-ac2c-6cdcede377ab,Tech 3.0 (2011-present),North America,Low,Master,25-34,0.729809596522844,1.0,Desktop,2,111.89833933543544,0.38913745236962,0.16028516889959413,Media,0.5221297453477434,0.48098024390536687
